PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Response
-2.0555615791837982,-1.4082139171448893,0.23892274850630998,2.367087703386888,-0.8958839605560255,-0.038944991195467155,2.1747125842958637,-1.0875922886408473,-0.2564986223523325,-0.18172759643718434,-1.0694087660033817,0.2924307329297289,0.7878652643492876,-0.3357759215998585,0.07346992032068372,-0.19894906852094937,-0.12478963455524891,-0.9377299554239298,0.834752883051865,-0.429509905681134,0
1.7285201700008375,1.1101740457377833,-0.8918153515036005,-1.0113206730256412,0.15650154452735018,-0.9140511164439793,0.3223900241987104,0.1341361328514469,0.2552902348469277,0.4663428377559437,-0.7753638030971323,0.11261699822221527,-0.17003006146316427,0.11455246690679191,1.4787367870571007,-0.6912974037001228,1.6179848570236663,-0.3121891046030858,0.42818993744664235,-0.4415683662481104,0
0.45418888333417007,2.0175572093492162,2.8395930655527195,-1.6739152469761405,0.5383637808582626,0.2886635653666033,0.3974857996527564,-0.18598877218886856,-0.5884443220171202,-0.8379088341674887,-1.4424945530048126,0.7009783657144856,1.6406028638441188,0.7695761737922019,0.1486446437008292,-0.024609048213569712,0.01006184316844421,-0.48376979934532766,-1.484363361622357,0.35837284851791756,0
-2.829468285691987,-1.2367193714372984,0.23401665559671134,-0.007968785942818274,-0.19966092429789437,-0.16554520388595,-0.45793934601147607,-0.03057174494002188,-0.18518840132540082,-0.4275970069453094,-0.3639740926012508,-0.042132238220890864,-0.26556728741115787,0.07738044083921748,0.2537472445190706,0.09714240397939627,-0.047016743733608084,0.060736101091278236,-0.8964038297121926,0.540054153938998,0
1.0357942794278903,2.9714778701856033,-1.1591587752216224,1.82757444544208,-1.1158983264577667,-2.3427049666312554,0.22186350336804286,-4.007416431117072,-2.9642943951189458,-0.6571463237804018,3.6289336376924783,0.5376581800185518,-2.236778467177987,0.9992073690788985,-3.1407135995593096,-0.8317349526149557,-0.841198468057356,3.6205657248514527,3.082541427858278,1.8107088136813445,0
3.3618332177548678,0.13888618751998597,0.7152775500803288,0.7270480306470171,-0.30999231321962684,-1.1061151471425419,-0.17917988061647716,-0.5573871860642107,-1.9368849424664614,-1.4654721452492474,2.8707838353095094,-1.2976227230780528,-1.0170971893361462,-0.05149433859553872,-0.4965905306234401,0.1443227866539768,0.5277701479265094,-0.34827597684095174,0.9995852773995175,-0.25378224294671753,0
2.9447657635030664,-0.22498625775898518,-0.7231993706830269,-0.4548628964460621,0.06065750981513332,-0.004565225304729838,-0.3046837450265851,-0.2596901909052455,0.10680791517406753,-0.49285292994021174,-1.5704152562267462,-1.1156892216638303,-0.35805634610821857,-0.30588174979809835,-0.1444521142491314,-1.3545097908608974,-0.34536011977646075,-1.011984659668643,-1.8914801230128877,-0.9258175546022707,1
-2.177624907397332,-0.6816391433790543,-0.14342305174526032,-1.1055822438269869,0.3005542570329827,1.4870989494621216,0.7175320371939305,-0.024013904995831264,0.12680888973143867,0.9591377274549951,0.7561594922036687,-0.4038920533933353,0.1018392061296148,0.40189927048449275,-0.013620873338107697,0.17172565558880992,0.22710988883362226,0.31048586225749364,0.418954924489756,-0.3213734015562542,0
3.6749773914439965,-1.6190686956684055,-0.24591107452257094,0.15613854462355425,-0.14785940137943054,1.376692084871367,-0.7192573833881569,-0.16361155682044434,-0.05328292112701191,2.1519068044081626,0.16602739193834945,2.9267370000575292,-1.492105827355899,1.6334995102989731,0.9163922794001461,0.10163041684889954,1.6432986302732966,-0.8429513637094403,0.6639866850756465,0.7956186289844083,0
-1.9157951845508787,-0.43031762412931057,0.02242878673668549,-1.146372318203295,0.1471976615907572,-0.25448693303401626,1.1540520391210154,-0.3514372693448173,-0.1369564236619249,0.5094219519375334,0.15817047854021413,0.4936509520140144,0.05084778114785719,-0.8594251071640053,-0.10722594905373327,0.2100147963919432,0.19260105193378377,0.08565909440100161,-0.08824953915588943,-0.7318751714042293,0
