RP1,RP2,RP3,RP4,RP5,RP6,RP7,RP8,RP9,RP10,RP11,RP12,RP13,RP14,RP15,RP16,RP17,RP18,RP19,RP20,Response,cluster
-0.6542853957446054,0.6347052968057869,0.9898104552869914,-0.9123061758990092,-0.3936601157566868,0.9277737023979752,0.6563907694853703,-0.3794618349746924,0.7292923795051993,0.0005879730107742,-1.7304783649851905,0.5571040464836431,-0.7024454244667567,-0.2097298593433517,0.992566120804832,-0.159642258756144,-1.1866344577537988,-1.5817709282846109,-0.7486949929844906,0.732325239833979,0,1
-0.4944881312995349,-1.105676548291893,-2.3561135767347308,-0.9722577692107848,0.1611880975852115,-0.2644080965076545,0.0822813737223618,-0.5105088859533928,-0.3751043991946831,-0.1422358678097604,-0.3523582893247057,-0.5580972078494897,0.3759949188781313,0.9307775708489958,-0.3018238983378126,-0.1715659882368541,-0.2697409058609851,0.5846237144673809,-0.1364491210685067,-0.4599770416108709,0,0
-1.0294622728794145,-0.220534071092758,-0.9258768161094436,0.2837316710900437,-1.0996517467942164,-0.4699339603621655,1.26625894540692,-0.2475942157012691,-0.5891866262003594,0.2872693412349103,2.2878103643925107,-1.8119637986209651,0.650217607138376,-2.5191545791321808,-1.8824541017264629,-0.3598667116852052,-0.2424958026669472,-0.0691581528321911,-0.458275851300808,-0.3080347784230401,0,0
0.0526458301777214,0.0968652275518991,1.2841200386133609,0.2082831956184464,-0.455861539835831,0.6454904491545559,0.1277078477045787,1.0877281640288912,-0.2495165188381915,0.0971980753758308,0.6168727790282555,1.6362904300967651,0.5435025585670968,-1.1179281433778996,0.1781407878122942,-0.0062611172240187,0.1168394582471245,-2.7608196280094313,0.0024586948762899,0.9181479517307064,0,1
1.1068445609532835,1.709270946223672,-1.7946723239386038,-1.7775650471268645,-1.3264449457906002,-0.2804133730570277,-0.3946316333626123,-2.83800414805808,1.417373005388756,-0.8596892264929911,-2.3939103389553433,1.2928082105939678,0.5374120951364314,3.103635277519032,1.1367345815070118,-1.2475079360185228,-2.8557286399994943,2.68550778535684,0.0327127847340825,1.145990206322664,0,0
-0.0084253849093793,0.9917520678453692,-0.2657962595903642,2.1918899990312397,1.703280865650945,0.007201228417915,-0.6135356235539723,0.1331799134036844,0.5649953194557461,-1.3656601333600424,0.429131183962075,0.4240480179971752,-1.4098389860064269,-0.1448135009554154,0.3974743052841796,-0.7833477101047974,0.3449069869281783,1.836849279202984,-1.434936745541464,1.0411968730472514,0,0
-0.9327469473304658,-0.6882016873682257,-0.448760482207215,0.476244078538298,0.3122700594605278,-0.4351084625787379,0.9821085888764322,1.047646845030832,0.2150772074304769,-0.3005255024611515,0.7965161275835693,-0.655923658742534,0.4536573606527724,-0.930491842376634,-0.669376122913855,-0.0090938726430934,-0.1682540847370008,-1.0187548407809726,-0.7259441844094223,-0.8960606144611006,1,0
1.0144442383091374,-0.6370300528709933,0.5835620938550183,-0.7985090996534105,-0.8578035388250547,-0.0631111045123175,0.1565517652629691,-0.168596243428876,-0.4167017834182168,0.3073204441008291,-0.0917741626090122,1.2079853255804551,0.936204044440609,-1.244964514142908,-0.553200781556125,0.5130436392088423,0.1495169824168618,-0.6760754937902349,0.769673134392818,0.3426043538150781,0,1
1.6789613836793658,1.14009701864172,-1.8830502700395335,-1.434724198352704,1.955884574059072,0.2657233603713707,1.1707579260609355,1.9650024578345209,0.0697856953301362,-1.3952796094142492,1.709667771898436,0.9796663838083486,-0.7988954210179436,-1.8155097916687328,-1.228011988360126,1.2888642140498503,3.2060528950732587,-1.3975947957916557,0.2543342492598306,0.2122440723662464,0,0
-0.0055091901073622,-0.0240449598696484,-0.3746984067525347,-0.8755300778139457,-0.7480019556203616,0.4374222799268431,0.3799001420232926,-0.4139275476466509,0.0753703069340085,0.808772486678268,-0.5484797367370688,0.0054264756230607,0.7443903387131456,0.2025315297305975,0.4678345017175451,0.0720504064330049,-0.1715962731773703,-0.5867893890651846,-0.1936213190433791,0.1082957085517925,0,1
